popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,followers,monthly_listeners,enwiki_title,pageview_status,pageviews_total,pageview_months,mapping_tier,fua_code,study_city_label,mapped_fua,log10_followers,log10_pageviews,expected_log10_pageviews,attention_residual_log10,follower_rank,pageview_rank
352,2DxlS3lTLFIq70S7ap5H3y,Buzzcocks,Q939329,490422,638182,Buzzcocks,ok,222123,12,strict,UK008F,Manchester,True,5.690569944104761,5.3465935304346335,5.1025335523507405,0.24405997808389301,244.0,194.0
353,0IEPb9ily3E5IAYMSkwtQ6,Arctic Lake,Q93890774,65681,637713,Arctic Lake (band),ok,2258,12,excluded_no_defensible_fua,,,False,4.817439756340005,3.353723937588949,4.478174817982735,-1.1244508803937858,672.0,906.0
354,0ucLPotcQNI7AViFytdhBz,Ladytron,Q831841,333134,637497,Ladytron,ok,95419,12,strict,UK006F,Liverpool,True,5.522618959496466,4.97963486080017,4.982435008450495,-0.0028001476503254352,308.0,377.0
355,1a5l3fWnzmaK7gDD2IkbHq,Tin Tin Out,Q1749463,5681,633305,Tin Tin Out,ok,20488,12,excluded_no_defensible_fua,,,False,3.7544247892772584,4.311499565460373,3.718033101718582,0.593466463741791,913.0,712.0
356,7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,Q16864855,190365,632637,Delta Heavy,ok,10582,12,excluded_no_defensible_fua,,,False,5.279587103165447,4.024567757196038,4.808647566032086,-0.7840798088360481,418.0,813.0
357,3loflELg7MzgrOyNqERolN,The Style Council,Q676522,368853,626814,The Style Council,ok,165314,12,strict,UK001F,London,True,5.566853320065368,5.218309634365668,5.014066155520419,0.20424347884524874,293.0,243.0
358,1h8YIw9HLr6E8gdXVDRbVJ,Big Country,Q858738,271022,622663,Big Country,ok,240749,12,reviewed_extended,UK007F,Edinburgh,True,5.433004545822017,5.381564491869744,4.918353451442201,0.46321104042754335,352.0,181.0
359,2WuKU0SYZOQyY3MmE4vtez,New Hope Club,Q28677824,986109,617401,New Hope Club,ok,150419,12,strict,UK008F,Manchester,True,5.993924922529611,5.177302697119911,5.31945690816604,-0.1421542110461287,137.0,264.0
360,33tFkBLsl6f8TjKkV0uF0C,Lovejoy,Q109558113,1099469,617221,Lovejoy (band),ok,99579,12,excluded_no_defensible_fua,,,False,6.041182988750255,4.998167760655423,5.353250249442828,-0.35508248878740556,131.0,366.0
361,5jqKIZLB5WA5KquEihB3ND,Deacon Blue,Q1180767,256096,612759,Deacon Blue,ok,168070,12,strict,UK004F,Glasgow,True,5.408402795213864,5.225490200071284,4.9007612090845445,0.32472899098673924,365.0,241.0
362,10n5lhNDoSMUHWLlnST1yw,Slade,Q156872,473230,612385,Slade,ok,377959,12,strict,UK002F,Birmingham,True,5.675072268545649,5.577444691267116,5.091451460317588,0.4859932309495285,250.0,109.0
363,49H2dQUNhIlso7VNkS8nFR,Freemasons,Q1453598,65062,607845,Freemasons (DJs),ok,13142,12,strict,UK515F,Brighton and Hove,True,4.813327409324155,4.118661462854496,4.475234157112137,-0.3565726942576406,674.0,794.0
364,5vIOGcdmx1eIkq3ZtuS12U,Ocean Colour Scene,Q1332158,454701,606956,Ocean Colour Scene,ok,133298,12,strict,UK002F,Birmingham,True,5.657725909327176,5.124823633318736,5.079047409880087,0.045776223438648955,258.0,294.0
365,26GHRG8x1F4AzbCKzUaIbw,Aquilo,Q17279149,328001,602693,Aquilo (band),ok,9714,12,excluded_no_defensible_fua,,,False,5.515875167778203,3.9873980991370175,4.977612651691951,-0.9902145525549333,312.0,820.0
366,6T6T5RCps6bHzTSDq8pyFj,Fiction Factory,Q664789,34517,601160,Fiction Factory,ok,38863,12,excluded_no_defensible_fua,,,False,4.538033042545394,4.58953632259307,4.278376409173477,0.31115991341959326,797.0,588.0
367,3NUtpWpGDoffm3RCGhSHtl,Mount Kimbie,Q1359424,362804,601000,Mount Kimbie,ok,22161,12,excluded_no_defensible_fua,,,False,5.559672066613943,4.345589353740649,5.008930978225054,-0.6633416244844055,295.0,702.0
368,5BaHqGtf6UAZnHfqdPaTDA,Them,Q1338638,155177,598923,Them (band),ok,130718,12,strict,UK012F,Belfast,True,5.190827351501394,5.116335394485093,4.745177161516972,0.37115823296812067,469.0,299.0
369,2nszamLjZFgu3Yx77mKxuC,UNKLE,Q2032426,420500,596520,Unkle,ok,88236,12,strict,UK001F,London,True,5.623766000133931,4.945645812019365,5.054763326910252,-0.10911751489088672,271.0,399.0
370,69QKcDt724e93ZYkBSjsYP,LMC,Q514541,10262,593636,LMC (British band),ok,4143,12,excluded_no_defensible_fua,,,False,4.011232010319366,3.6173149332982937,3.901671044551473,-0.2843561112531794,896.0,883.0
371,5xi3SZpllRPAkoPVbjB6nc,JLS,Q1165439,520107,591899,JLS,ok,145906,12,strict,UK001F,London,True,5.716092698883303,5.164073151477503,5.120784387214108,0.04328876426339434,234.0,272.0
372,1aOt6LvXOV6I8dv1A5Diia,DON BROCO,Q5292322,285868,584790,Don Broco,ok,148956,12,strict,UK549F,Bedford,True,5.456165543251556,5.17305800143767,4.934915438697306,0.2381425627403635,338.0,269.0
373,6EL5GD53kaaVgJCHgdtdLz,Steve Harley & Cockney Rebel,Q1431236,66094,584745,Steve Harley & Cockney Rebel,ok,51987,12,strict,UK001F,London,True,4.820162036109493,4.715894756440359,4.480121468293641,0.23577328814671805,671.0,526.0
374,1054JdBVMCPm9VpvkUcOYX,Sweet Female Attitude,Q1377724,31030,582178,Sweet Female Attitude,ok,19596,12,strict,UK008F,Manchester,True,4.491781775584165,4.292167430784293,4.245303010833241,0.04686441995105195,816.0,723.0
375,53RkHTcl0SJZjpzqogkBf4,The Fixx,Q1460975,284550,569663,The Fixx,ok,94620,12,strict,UK001F,London,True,5.454158589944344,4.9759829437125465,4.933480304688213,0.04250263902433371,341.0,382.0
376,52Syw7gkGRePCAYvEY2X9D,N-Dubz,Q1140107,307419,569050,N-Dubz,ok,66794,12,strict,UK001F,London,True,5.487730705519472,4.824737452237164,4.957487083842425,-0.132749631605261,322.0,461.0
377,7sbwBqdkynNUDgiWU3TQ5J,Aztec Camera,Q794148,155418,568826,Aztec Camera,ok,92668,12,strict,UK004F,Glasgow,True,5.191501315931882,4.966929789994925,4.745659100619211,0.22127068937571437,468.0,386.0
378,16kd5X3pBMOtXdLlX5LcAw,BONES UK,Q28340958,106452,568133,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
379,2WRStKp4ihGVUzlzWfv1Qt,The Undertones,Q1501348,274928,562915,The Undertones,ok,137610,12,strict,UK586F,Derry & Strabane Local Government District,True,5.439218972750864,5.138649994851645,4.922797269542283,0.21585272530936184,345.0,285.0
380,5suoHSdDiYsjikHNVdYYKe,Binary Finary,Q863504,45535,556404,Binary Finary,ok,9619,12,excluded_no_defensible_fua,,,False,4.658345340911862,3.9831299247347003,4.364409437683577,-0.3812795129488764,756.0,822.0
381,4OoHneMX97SjUXKWgsyrP4,GPF,Q100414305,111016,547879,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
382,1tttI1iC4FsS6BM5l38oe5,Marmalade,Q1281029,89242,545335,,not_captured,0,0,strict,UK004F,Glasgow,True,,,,,,
383,4eeRviM714mXXeILmKHxh2,Climax Blues Band,Q490339,127118,545160,Climax Blues Band,ok,99421,12,excluded_no_defensible_fua,,,False,5.104207051318607,4.99747812706186,4.683236637926608,0.3142414891352514,520.0,367.0
384,2lxX1ivRYp26soIavdG9bX,The Yardbirds,Q192725,1006505,543254,The Yardbirds,ok,752694,12,strict,UK001F,London,True,6.002815936668306,5.876618454127435,5.32581470269963,0.5508037514278046,133.0,48.0
385,3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,Q334652,428315,542759,Stereolab,ok,213647,12,strict,UK001F,London,True,5.631763284070061,5.329696798896285,5.060482032032024,0.2692147668642617,269.0,204.0
386,5G49Sq5mMzAkGL4ZP6eVPY,The Staves,Q7766423,235928,540680,The Staves,ok,24705,12,strict,UK001F,London,True,5.372779486133048,4.392784858225435,4.875287660599595,-0.4825028023741593,383.0,679.0
387,0Zy4ncr8h1jd7Nzr9946fD,Killing Joke,Q250421,397648,538563,Killing Joke,ok,230066,12,strict,UK001F,London,True,5.599498802478079,5.361852441774168,5.037410316984145,0.3244421247900231,278.0,191.0
388,0LVrQUinPUBFvVD5pLqmWY,Doves,Q126128,299777,533297,Doves (band),ok,96690,12,strict,UK008F,Manchester,True,5.476798309111787,4.985381560231997,4.94966953580622,0.035712024425777145,327.0,373.0
389,0ZhPS80sMbmVgzOkMPKNpn,Precious,Q2094985,9402,530748,Precious (group),ok,17799,12,excluded_no_defensible_fua,,,False,3.9732202468522337,4.250395603057116,3.874489557916367,0.37590604514074943,899.0,737.0
390,5GUVj2b1lJ4DolQyHlzyaO,Blind Faith,Q548656,474336,529325,Blind Faith,ok,316233,12,strict,UK033F,Guildford,True,5.6760860869289855,5.500007188082258,5.092176422495702,0.4078307655865565,248.0,130.0
391,47qTcvYlqJGAEsCI7BcENC,T'Pau,Q398101,223072,525174,T'Pau (band),ok,120164,12,excluded_no_defensible_fua,,,False,5.348445061056413,5.079774376625921,4.85788657762786,0.22188779899806121,392.0,323.0
392,5NXHXK6hOCotCF8lvGM1I0,Porcupine Tree,Q213923,808818,514183,Porcupine Tree,ok,243961,12,strict,UK556F,Dacorum,True,5.9078508077828555,5.387320404869267,5.257906951357525,0.1294134535117415,161.0,177.0
393,14Gi3Uph96lpNB3utkoVAD,Hard-Fi,Q1123510,200592,508027,Hard-Fi,ok,46445,12,strict,UK001F,London,True,5.3023136085192135,4.666938967214711,4.824898856295696,-0.1579598890809848,410.0,554.0
394,6FlOCziOXI157pvUREAh3E,Los Campesinos!,Q1856023,209086,507510,Los Campesinos!,ok,41930,12,strict,UK009F,Cardiff,True,5.320324954260528,4.622524862403568,4.837778425905013,-0.2152535635014443,402.0,575.0
395,7jZycSvTyx0W9poD4PjEIG,The Hunna,Q27792569,268983,506302,The Hunna,ok,13302,12,strict,UK001F,London,True,5.429724833015441,4.1239169434981315,4.916008191404581,-0.7920912479064492,354.0,792.0
396,77zrvBORXcnTyysjjKRfBU,The Art Of Noise,Q502967,199618,506277,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
397,4phr5rAgWhcZtWJu8w8lKv,Swing Out Sister,Q955863,183037,502370,Swing Out Sister,ok,126236,12,strict,UK008F,Manchester,True,5.26253888902878,5.1011832247321856,4.796456713452755,0.30472651127943085,427.0,307.0
398,3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,Q812073,225644,499865,Bay City Rollers,ok,314183,12,strict,UK007F,Edinburgh,True,5.353423789876836,5.497182682276422,4.861446771592793,0.6357359106836284,389.0,131.0
399,5fScAXreYFnuqwOgBsJgSd,The Charlatans,Q1542958,412618,498770,The Charlatans (English band),ok,183285,12,excluded_no_defensible_fua,,,False,5.61554816966273,5.263126923861341,5.048886913170183,0.2142400106911584,276.0,225.0
400,6BD4lgmnh4vy6kkCaZRDWt,Bury Tomorrow,Q1017202,357588,497979,Bury Tomorrow,ok,47798,12,strict,UK520F,Southampton,True,5.553382936239018,4.679409724914721,5.004433741116329,-0.32502401620160803,300.0,545.0
401,0r2TmTSwK6XAhAxNxTDOb4,Olive,Q2019953,31488,491693,Olive (band),ok,22639,12,strict,UK001F,London,True,4.498145076751247,4.354857239474119,4.249853286059954,0.10500395341416446,814.0,696.0
402,4O1s9iVG46lSn1mD9ek1ES,K-Klass,Q10313519,26378,486338,K-Klass,ok,14943,12,excluded_no_defensible_fua,,,False,4.421241863921055,4.174437796452046,4.194861266193578,-0.020423469741531974,844.0,774.0
403,0NTSMFFapnyZfvmCwzcYPd,Cradle Of Filth,Q487479,676119,484589,Cradle of Filth,ok,313453,12,excluded_no_defensible_fua,,,False,5.830023140460913,5.496172430746077,5.202253871726479,0.2939185590195974,192.0,132.0
404,1eVEVL20zNLcGrPDOR691N,The English Beat,Q2165980,170891,483379,,not_captured,0,0,strict,UK002F,Birmingham,True,,,,,,
405,3QvfzWcCo67s7bhOYEz5Tr,December 10,Q137673339,104735,474904,December 10 (group),no_pageview_data,0,0,excluded_no_defensible_fua,,,False,,,,,,
406,1I9HNoVK6kOQGVZfulXVnm,TENDER,Q60751165,164082,469691,Tender (band),ok,6856,12,excluded_no_defensible_fua,,,False,5.215060941019928,3.836070808915142,4.762506138905464,-0.9264353299903223,453.0,857.0
407,3AmWjMXXtBJOmNGpUFSOAl,Gang Of Four,Q1130624,292732,469462,Gang of Four (band),ok,183759,12,strict,UK003F,Leeds,True,5.466470199932236,5.264248618801774,4.942284102034576,0.3219645167671974,333.0,224.0
408,4BntNFyiN3VGG4hhRRZt9d,The Subways,Q1470472,220739,467832,The Subways,ok,37804,12,strict,UK001F,London,True,5.343879070762267,4.577537754493837,4.854621525106325,-0.2770837706124887,393.0,597.0
409,4AOiNpcmfXTiWDB3uFszgn,The Big Push,Q135854861,233766,466052,,no_enwiki_article,0,0,strict,UK515F,Brighton and Hove,True,,,,,,
410,1NRudBLaT84LXxfsYdFMhB,WARGASM (UK),Q108696271,153921,465557,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
411,03hfAxVdAWj7kxDnSG0fLD,The Shadows,Q212168,265554,463312,The Shadows,ok,223762,12,excluded_no_defensible_fua,,,False,5.424152847516949,5.3497863351344845,4.912023770910929,0.4377625642235552,358.0,193.0
412,71vVmHeNgCVSa5SVmfvscU,Saxon,Q504090,685716,460256,Saxon (band),ok,199687,12,strict,UK010F,Sheffield,True,5.836144283096178,5.300349792401811,5.206630984008468,0.09371880839334246,189.0,211.0
413,6VeL8VhaMjHTPc5uovFl3h,The Damned,Q940536,442692,459791,The Damned (band),ok,299328,12,strict,UK001F,London,True,5.646101673803451,5.476147343892391,5.0707351408951284,0.40541220299726266,265.0,144.0
414,7zYGAXxAaq15C9eM29M8Fj,Eternal,Q540500,128019,453940,Eternal (group),ok,134329,12,strict,UK001F,London,True,5.107274430450944,5.128169781696066,4.685430062205977,0.4427397194900893,517.0,293.0
415,6ysQi6NI88X627t2srsWz6,Mott The Hoople,Q1126287,262051,453631,Mott the Hoople,ok,257592,12,excluded_no_defensible_fua,,,False,5.418385821331698,5.410932371072068,4.907899880544353,0.5030324905277146,362.0,172.0
416,5ZvwJikDgdP1PFU4PkAPVG,Bleed From Within,Q883441,289069,451660,Bleed from Within,ok,64757,12,strict,UK004F,Glasgow,True,5.461001520066328,4.8112867209703944,4.938373553427291,-0.12708683245689656,335.0,467.0
417,1mlZXof4sEGLFspPzlQdFL,X-Press 2,Q8041505,21792,450693,X-Press 2,ok,9789,12,strict,UK001F,London,True,4.338297090232691,3.9907383285075375,4.135549041455266,-0.14481071294772851,858.0,819.0
418,4ddt8PPvmWrI9mJQy1VrIG,Band Of Skulls,Q2413479,272436,446823,Band of Skulls,ok,37923,12,strict,UK520F,Southampton,True,5.435264495194918,4.57890268604763,4.9199694981096656,-0.34106681206203593,350.0,595.0
419,4LlDtNr8qFwhrT8eL2wzH4,The Hoosiers,Q634158,219418,438135,The Hoosiers,ok,46838,12,strict,UK573F,Bracknell Forest,True,5.341272252135769,4.670598342260528,4.8527574388553,-0.1821590965947717,394.0,550.0
420,0Ism1B2cF9NxpXAwdUCkxK,Mungo's Hi Fi,Q6936028,140154,436483,Mungo's Hi Fi,ok,8240,12,excluded_no_defensible_fua,,,False,5.146605497052693,3.9159272116971158,4.713554957334935,-0.7976277456378194,496.0,839.0
421,6lOC7lwSO1ql4Gc2Y3QObY,East 17,Q1277715,135562,434704,East 17,ok,178561,12,strict,UK001F,London,True,5.1321379675314995,5.251786609455434,4.703209503074089,0.5485771063813445,501.0,230.0
422,2evydP72Z45DouM4uMGsIE,Ash,Q724582,204152,433333,Ash (band),ok,137853,12,excluded_no_defensible_fua,,,False,5.3099536388987865,5.139416221796662,4.830362096217036,0.3090541255796255,407.0,284.0
423,3xByNj8XW17oW0wsJhgzYL,SOFT PLAY,Q19604547,288282,433170,Soft Play,ok,149320,12,strict,UK001F,London,True,5.459817526381545,5.174117981254267,4.937526902138755,0.23659107911551214,336.0,266.0
424,1YqGsKpdixxSVgpfaL2AEQ,Small Faces,Q222628,358793,431362,Small Faces,ok,309415,12,strict,UK001F,London,True,5.554843961431618,5.490541363853721,5.005478492349209,0.4850628715045122,299.0,135.0
425,6VR4TJ20WGiho2xZWMuuWb,Lambrini Girls,Q112123144,159689,420857,Lambrini Girls,ok,154286,12,excluded_no_defensible_fua,,,False,5.203275001274146,5.188326519720989,4.754078238317291,0.43424828140369787,461.0,256.0
426,33ZOI0WTjYkLh5WuwucLhc,Baby D,Q797832,20248,418514,Baby D (group),ok,12876,12,excluded_no_defensible_fua,,,False,4.306382132150198,4.109780968013576,4.112727263998681,-0.0029462959851054293,865.0,795.0
427,2h3ooJn8m8X8cL2g1BZ1Rd,Yard Act,Q110269845,155450,416371,Yard Act,ok,55480,12,strict,UK003F,Leeds,True,5.191590726379211,4.744136452401247,4.745723036323778,-0.0015865839225304157,467.0,506.0
428,1O7aMVbDeSXY2LiVBhb13w,The Herbaliser,Q2499301,165562,415029,The Herbaliser,ok,14041,12,strict,UK001F,London,True,5.218960664066712,4.147398039347655,4.76529475643352,-0.6178967170858654,449.0,783.0
429,37f9cjf8Ic4t7vYNRYAzI7,Apollo 440,Q619067,160231,414420,Apollo 440,ok,37748,12,strict,UK006F,Liverpool,True,5.20474654312459,4.576893946376503,4.755130509811495,-0.17823656343499206,459.0,599.0
430,0ZXKT0FCsLWkSLCjoBJgBX,Anathema,Q487396,447557,413525,Anathema (band),ok,96585,12,strict,UK006F,Liverpool,True,5.650848354085541,4.984909684147805,5.074129401378737,-0.08921971723093147,261.0,374.0
431,0zg9mF9dX2knvdTKnL22T1,Freestylers,Q2384799,84251,411981,Freestylers,ok,13633,12,excluded_no_defensible_fua,,,False,4.9255750643434295,4.134591434710877,4.555500313071107,-0.4209088783602297,606.0,788.0
432,74K7bX12L8GBAWvPuyIgJ7,Embrace,Q1335100,181930,411812,Embrace (English band),ok,63050,12,strict,UK003F,Leeds,True,5.259904319515269,4.7996850909091,4.794572783072027,0.005112307837072727,430.0,477.0
433,048FBwXjFYBWxSggPDipic,Maximo Park,Q833332,259584,411159,Maxïmo Park,ok,61459,12,strict,UK013F,Newcastle,True,5.414277920309167,4.788585489568015,4.9049623989187285,-0.11637690935071365,363.0,485.0
434,4w3QqrcmBv8dasemwBXmxf,Prefab Sprout,Q1506813,238201,410644,Prefab Sprout,ok,163942,12,excluded_no_defensible_fua,,,False,5.3769435803775325,5.214690228930824,4.878265324925841,0.3364249040049829,381.0,245.0
435,4WjeQi9wm84lYTIWZ95QoM,Boston Manor,Q48700689,192021,410364,Boston Manor (band),ok,18118,12,strict,UK553F,Blackpool,True,5.283348727064989,4.258110255321881,4.811337431495447,-0.5532271761735661,414.0,732.0
436,3lN1TG4RIoaJCff6Ck9KUR,The Farm,Q1428876,76908,408875,The Farm (British band),ok,58434,12,strict,UK006F,Liverpool,True,4.885971517631692,4.76666561621731,4.527180572615532,0.23948504360177747,643.0,492.0
437,0Wkm45quqfx3NepJpXDvwE,Superorganism,Q47137654,263802,402523,Superorganism (band),ok,29563,12,strict,UK001F,London,True,5.421278083801973,4.470748503380986,4.909968082240624,-0.439219578859638,360.0,649.0
438,0ddfjKqJfbSiddqOvpZRWu,Runrig,Q839817,98336,402383,Runrig,ok,69160,12,excluded_no_defensible_fua,,,False,4.992712538576284,4.839854984601885,4.603509039636845,0.23634594496504047,572.0,458.0
439,5moJNCJeiNwuQAhDLJXULs,Incognito,Q615207,231010,401799,Incognito (band),ok,56717,12,strict,UK001F,London,True,5.363630780112138,4.7537132511259514,4.86874559551885,-0.11503234439289844,386.0,500.0
440,4htjQW3lgIwL6fEJlTOez4,Electric Wizard,Q1325974,459777,401179,Electric Wizard,ok,155785,12,excluded_no_defensible_fua,,,False,5.662547242220516,5.192525638632798,5.082495053021322,0.11003058561147583,256.0,254.0
441,1W4SfNO5hb1tdX0wQ87zxl,Racey,Q922363,50878,401016,Racey,ok,38711,12,strict,UK011F,Bristol,True,4.706530030980853,4.587834390354667,4.3988653899905374,0.18896900036412934,730.0,593.0
442,7dkEByOe0oHqc54qU4hwzV,Gloryhammer,Q11838832,302272,399088,Gloryhammer,ok,80451,12,excluded_no_defensible_fua,,,False,5.480397919560587,4.905531446716997,4.952243548542835,-0.04671210182583874,326.0,419.0
443,5mZC7ndY6oGMxJentRwsuV,Young Fathers,Q8058113,272197,397759,Young Fathers,ok,91483,12,strict,UK007F,Edinburgh,True,5.434883334347751,4.961340397977592,4.919696937261968,0.041643460715624414,351.0,389.0
444,70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.,Q845265,359205,397001,Public Image Ltd,ok,282850,12,strict,UK001F,London,True,5.555342373255001,5.451556183076428,5.005834897132369,0.44572128594405847,298.0,157.0
445,0vW8z9pZMGCcRtGPGtyqiB,The Maccabees,Q174627,379450,394513,The Maccabees (band),ok,100804,12,strict,UK001F,London,True,5.579154557162452,5.003477765675585,5.022862535410523,-0.019384769734937635,288.0,364.0
446,0wOej91SVqB1zcYkW6xUtA,Pale Waves,Q45964015,387390,390813,Pale Waves,ok,56367,12,strict,UK008F,Manchester,True,5.588148405745837,4.751024921140632,5.029293864893009,-0.27826894375237643,285.0,503.0
447,72hqBMsw7x5jnfxxwkii8L,Leftfield,Q277479,258734,390024,Leftfield,ok,71106,12,strict,UK001F,London,True,5.412853502710158,4.851906248506836,4.903943825077404,-0.05203757657056762,364.0,451.0
448,6bGcpvHbRHg8s0wiNyIZK1,Kula Shaker,Q611878,266533,387963,Kula Shaker,ok,135086,12,strict,UK001F,London,True,5.425750987586405,5.130610342080501,4.913166570375535,0.21744377170496598,357.0,289.0
449,7fh7bwX9qV60tLxxsp9bTe,The Durutti Column,Q1724658,141887,384367,The Durutti Column,ok,126075,12,strict,UK008F,Manchester,True,5.1519426062615725,5.100628976831171,4.717371422276287,0.3832575545548842,494.0,309.0
450,2gmeFH5Iz8UEA7K0OHDePQ,Ant & Dec,Q3596068,21248,382816,Ant & Dec,ok,352039,12,excluded_no_defensible_fua,,,False,4.327318057687924,5.5465907786672375,4.127698144807442,1.4188926338597954,861.0,112.0
451,3ysp8GwsheDcBxP9q65lBg,Lush,Q1668512,315449,382347,Lush (band),ok,132445,12,strict,UK001F,London,True,5.498929154993959,5.122035567666114,4.965494881349317,0.15654068631679685,319.0,295.0
452,06YQ6XwCdPUn8rAXV70gge,Republica,Q2139991,84002,382250,Republica,ok,101986,12,excluded_no_defensible_fua,,,False,4.924289626283591,5.0085405586241905,4.554581120845943,0.45395943777824765,609.0,361.0
453,0vBDEQ1aLZpe4zgn2fPH6Z,Cast,Q780072,183638,381917,Cast (band),ok,184342,12,strict,UK006F,Liverpool,True,5.263962554221985,5.265624295013773,4.797474749263048,0.468149545750725,426.0,222.0
454,4jSYHcSo85heWskYvAULio,Mojave 3,Q656978,206333,381875,Mojave 3,ok,40024,12,excluded_no_defensible_fua,,,False,5.314568692693294,4.6023204898753525,4.833662233111347,-0.2313417432359941,405.0,584.0
455,2413I9w4sRbBz4zi5zgwjX,Cassia,Q123148190,69239,377418,,no_enwiki_article,0,0,strict,UK008F,Manchester,True,,,,,,
